Name,Category,Day,NrOfSegments(Russ),NrOfBranchingPoints(Russ),NrOfLoops,NrOfLoopsNormalised,NrOfLoops/Segment,NrOfLoops/SegmentNormalised,NrOfLoopsI1,NrOfLoopsI2,NrOfLoopsI3,NrOfLoopsI4,NrOfLoopsI5,NrOfLoopsI1Normalised,NrOfLoopsI2Normalised,NrOfLoopsI3Normalised,NrOfLoopsI4Normalised,NrOfLoopsI5Normalised,NrOfLoopsI1/Segment,NrOfLoopsI2/Segment,NrOfLoopsI3/Segment,NrOfLoopsI4/Segment,NrOfLoopsI5/Segment,NrOfLoopsI1Normalised/Segment,NrOfLoopsI2Normalised/Segment,NrOfLoopsI3Normalised/Segment,NrOfLoopsI4Normalised/Segment,NrOfLoopsI5Normalised/Segment,NrOfShortBars,NrOfShortBars/Segment,NrOfShortBarsNormalised,NrOfShortBars/SegmentNormalised,MedianPersistenceDim2,MedianPersistenceDim2Normalised,Radius1000,Radius,RadiusNormalised,CountNormalised,AvgDiameterNormalised,MaxDiameterNormalised,AvgLengthNormalised,MaxLengthNormalised,AvgClrNormalised,AvgSOAMNormalised,LengthDiamRatioNormalised,NrOfSegments(Russ)Normalised,NrOfBranchingPoints(Russ)Normalised
60_1E,FIR,7,81,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63_3A,FIR,0,2009,2091,113,1,0.056246889,1,17,18,39,30,9,1,1,1,1,1,0.1349,0.0356,0.0395,0.0315,0.0085,1,1,1,1,1,1363,0.6784,1,1,1.21,1,2.815,2815,1,1,1,1,1,1,1,1,1,1,1
63_3A,FIR,1,2678,2726,143,1.265486726,0.053398058,0.949351314,11,35,66,26,5,0.647058824,1.944444444,1.692307692,0.866666667,0.555555556,0.0601,0.0457,0.0554,0.0186,0.0039,0.445515196,1.283707865,1.402531646,0.59047619,0.458823529,1733,0.6471,1.271460015,0.9538,1.25,1.033057851,3.2261,3226.1,1.146039076,1.333001493,1.054308725,1.075051245,1.036152132,0.98216158,0.981541574,0.993081236,1.017523096,1.333001493,1.303682449
63_3A,FIR,2,3497,3611,155,1.371681416,0.044323706,0.788020578,24,49,47,21,14,1.411764706,2.722222222,1.205128205,0.7,1.555555556,0.0721,0.0488,0.0275,0.0133,0.0073,0.534469978,1.370786517,0.696202532,0.422222222,0.858823529,1723,0.4927,1.264123258,0.7262,0.94,0.776859504,3.3488,3348.8,1.189626998,1.740666999,0.973071238,1.004384595,0.902848603,0.823446114,1.008303165,1.009709193,1.017523096,1.740666999,1.726924916
63_3A,FIR,3,5919,5851,394,3.486725664,0.066565298,1.183448528,49,129,110,51,55,2.882352941,7.166666667,2.820512821,1.7,6.111111111,0.07,0.0653,0.0415,0.0175,0.0183,0.518902891,1.834269663,1.050632911,0.555555556,2.152941176,2617,0.4421,1.920029347,0.6517,0.8,0.661157025,3.8704,3870.4,1.374920071,2.946241911,0.989590168,1.039933382,0.87022691,1.03372206,1.010115329,1.040380528,1.077778971,2.946241911,2.798182688
63_3A,FIR,4,3575,3826,183,1.619469027,0.051188811,0.91007364,42,56,38,29,18,2.470588235,3.111111111,0.974358974,0.966666667,2,0.0854,0.0467,0.0222,0.0176,0.0094,0.633061527,1.311797753,0.562025316,0.558730159,1.105882353,1481,0.4143,1.086573734,0.6106,0.724,0.598347107,3.7822,3782.2,1.343587922,1.779492285,0.982351224,1.103729314,0.913098527,0.96562228,1.018161541,1.025028597,1.137163374,1.779492285,1.829746533
63_3A,FIR,5,3147,3231,184,1.628318584,0.058468383,1.039495411,57,58,42,13,14,3.352941176,3.222222222,1.076923077,0.433333333,1.555555556,0.1086,0.0459,0.0285,0.0084,0.0087,0.805040771,1.289325843,0.721518987,0.266666667,1.023529412,1337,0.4248,0.980924431,0.6262,0.65,0.537190083,4.1315,4131.5,1.467673179,1.566450971,1.133203438,1.18461893,0.970649858,1.017968516,1.026912775,1.047068413,1.075843619,1.566450971,1.545193687
63_3A,FIR,6,928,1156,28,0.247787611,0.030172414,0.536428139,7,12,5,2,2,0.411764706,0.666666667,0.128205128,0.066666667,0.222222222,0.0366,0.0287,0.0123,0.0039,0.0048,0.271312083,0.806179775,0.311392405,0.123809524,0.564705882,578,0.6228,0.424064563,0.918,0.62,0.512396694,3.7135,3713.5,1.319182948,0.461921354,0.96832656,1.147750533,1.087931641,1.122513857,1.039474362,1.030734297,1.167468813,0.461921354,0.552845528
63_3A,FIR,7,1576,1807,67,0.592920354,0.04251269,0.755822958,24,19,9,8,7,1.411764706,1.055555556,0.230769231,0.266666667,0.777777778,0.1067,0.0354,0.0151,0.0101,0.009,0.790956264,0.994382022,0.382278481,0.320634921,1.058823529,837,0.5311,0.614086574,0.7828,0.6,0.495867769,3.9269,3926.9,1.394991119,0.784469886,1.040238964,1.159776177,0.970666141,0.951162045,1.041377176,1.034744793,1.071675337,0.784469886,0.864179818
63_3C,FIR,0,2006,2115,115,1,0.057328016,1,3,29,50,29,4,1,1,1,1,1,0.5,0.0918,0.0577,0.0303,0.0038,1,1,1,1,1,1209,0.6027,1,1,1.02,1,2.9474,2947.4,1,1,1,1,1,1,1,1,1,1,1
63_3C,FIR,1,3372,3389,228,1.982608696,0.067615658,1.179452259,26,47,82,52,21,8.666666667,1.620689655,1.64,1.793103448,5.25,0.963,0.088,0.0594,0.031,0.0124,1.926,0.958605664,1.029462738,1.02310231,3.263157895,1808,0.5362,1.495450786,0.8896,0.88,0.862745098,3.091,3091,1.048720907,1.680957129,1.007088256,1.069828981,0.944140148,0.829839442,1.007438725,1.007585789,0.937494943,1.680957129,1.602364066
63_3C,FIR,2,4270,4263,341,2.965217391,0.079859485,1.393027189,30,69,95,84,63,10,2.379310345,1.9,2.896551724,15.75,0.4918,0.0873,0.063,0.0372,0.0313,0.9836,0.950980392,1.091854419,1.227722772,8.236842105,1905,0.4461,1.575682382,0.7402,0.7,0.68627451,3.6097,3609.7,1.224706521,2.128614158,1.062636353,1.118799852,0.973188149,0.891582168,1.017622149,1.006514396,0.966338494,2.128614158,2.015602837
63_3C,FIR,3,1843,1930,90,0.782608696,0.048833424,0.851824769,8,18,22,23,19,2.666666667,0.620689655,0.44,0.793103448,4.75,0.3333,0.0542,0.0309,0.0219,0.0241,0.6666,0.590413943,0.535528596,0.722772277,6.342105263,776,0.4211,0.641852771,0.6986,0.7,0.68627451,3.6296,3629.6,1.231458234,0.918743769,1.114980492,1.413992312,1.02884445,0.933658272,1.030247042,1.006705823,1.021603065,0.918743769,0.912529551
63_3C,FIR,4,2065,2229,114,0.991304348,0.055205811,0.962981363,31,28,24,23,8,10.33333333,0.965517241,0.48,0.793103448,2,0.139,0.0469,0.0281,0.0217,0.008,0.278,0.510893246,0.487001733,0.716171617,2.105263158,877,0.4247,0.725392887,0.7047,0.72,0.705882353,3.8964,3896.4,1.321978693,1.029411765,1.085191958,1.265770264,1.072249703,0.848635291,1.032752746,0.972891374,1.064702816,1.029411765,1.053900709
63_3C,FIR,5,1846,2045,96,0.834782609,0.052004334,0.907136469,9,16,27,29,15,3,0.551724138,0.54,1,3.75,0.3103,0.0559,0.044,0.0304,0.0169,0.6206,0.608932462,0.762564991,1.00330033,4.447368421,770,0.4171,0.636889992,0.6921,0.71,0.696078431,3.556,3556,1.206487073,0.920239282,1.021051242,1.193843211,1.16085311,1.301760042,1.028033247,0.954426318,1.1526826,0.920239282,0.966903073
63_3C,FIR,6,823,914,47,0.408695652,0.057108141,0.996164615,7,16,11,1,12,2.333333333,0.551724138,0.22,0.034482759,3,0.0419,0.0498,0.0375,0.002,0.0363,0.0838,0.54248366,0.649913345,0.066006601,9.552631579,346,0.4204,0.286186931,0.6976,0.6,0.588235294,3.9749,3974.9,1.348612336,0.410269192,1.033774742,0.799262413,1.060622875,0.996219888,1.033360069,0.986616522,1.053157823,0.410269192,0.4321513
63_3C,FIR,7,1162,1219,82,0.713043478,0.070567986,1.230951129,14,34,14,13,7,4.666666667,1.172413793,0.28,0.448275862,1.75,0.0782,0.0719,0.0348,0.0203,0.0134,0.1564,0.783224401,0.603119584,0.669966997,3.526315789,587,0.5052,0.485525227,0.8382,0.72,0.705882353,3.908,3908,1.325914365,0.579262213,1.107051902,1.056692583,1.211227835,0.893890593,1.008633775,0.958349453,1.20270277,0.579262213,0.576359338
